event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T15:11:00.000+05:30,android,B000078,I7099,B17543,GOOGLE
2020-11-15T15:27:00.000+05:30,android,B000078,I7099,B19304,LinkedIn
2020-11-15T15:23:00.000+05:30,android,B000078,I7099,B29093,Youtube
2020-11-15T15:24:00.000+05:30,android,B000078,I7099,D8142,google
2020-11-15T15:27:00.000+05:30,android,B000078,I7099,D8142,FACEBOOK
2020-11-15T15:30:00.000+05:30,android,B000078,I7099,D8142,YOUTUBE
2020-11-15T15:30:00.000+05:30,android,B000078,I7099,D8142,LinkedIn
2020-11-15T15:21:00.000+05:30,android,B000078,I7099,E9001,linkedin
2020-11-15T15:22:00.000+05:30,android,B000078,I7099,E9001,youtube
2020-11-15T15:20:00.000+05:30,android,B000078,I7099,J1317,google
2020-11-15T09:07:00.000+05:30,android,B000092,C2146,H6156,facebook
2020-11-15T19:35:00.000+05:30,android,B000138,E2296,B04035,Google
2020-11-15T19:36:00.000+05:30,android,B000138,E2296,B04035,Youtube
2020-11-15T19:46:00.000+05:30,android,B000138,E2296,B04035,youtube
2020-11-15T19:46:00.000+05:30,android,B000138,E2296,B04035,google
2020-11-15T19:51:00.000+05:30,android,B000138,E2296,B04035,youtube
2020-11-15T19:49:00.000+05:30,android,B000138,E2296,B907,Youtube
2020-11-15T12:21:00.000+05:30,android,B000227,B4178,I4026,youtube
2020-11-15T14:25:00.000+05:30,android,B000271,I9120,E9856,Youtube
2020-11-15T19:27:00.000+05:30,android,B000283,F079,B04035,facebook
2020-11-15T19:27:00.000+05:30,android,B000283,F079,B13763,google
2020-11-15T17:18:00.000+05:30,android,B0003,H7774,I3311,FACEBOOK
2020-11-15T17:07:00.000+05:30,android,B0003,H7774,I860,LinkedIn
2020-11-15T15:11:00.000+05:30,android,B000430,G0191,B1986,Google
2020-11-15T15:12:00.000+05:30,android,B000430,G0191,B21210,Google
2020-11-15T15:10:00.000+05:30,android,B000430,G0191,B7412,youtube
2020-11-15T15:13:00.000+05:30,android,B000430,G0191,B7412,Google
2020-11-15T15:14:00.000+05:30,android,B000430,G0191,J6911,google
2020-11-15T12:54:00.000+05:30,android,B000450,F1681,E2809,FACEBOOK
2020-11-15T16:24:00.000+05:30,android,B000467,G0923,E7455,facebook
2020-11-15T20:25:00.000+05:30,android,B000469,H6810,B18262,google
2020-11-15T12:33:00.000+05:30,android,B000516,I2161,B03502,youtube
2020-11-15T16:47:00.000+05:30,android,B000669,F8535,B76,facebook
2020-11-15T17:07:00.000+05:30,android,B000669,F8535,F2518,facebook
2020-11-15T17:03:00.000+05:30,android,B000669,F8535,H7113,google
2020-11-15T20:59:00.000+05:30,android,B000685,E0679,C121,facebook
2020-11-15T18:53:00.000+05:30,android,B000752,I2829,H1406,youtube
2020-11-15T18:51:00.000+05:30,android,B000752,I2829,I9921,google
2020-11-15T09:47:00.000+05:30,android,B000796,G5319,B02637,linkedin
2020-11-15T11:10:00.000+05:30,android,B000844,J862,C1137,YOUTUBE
2020-11-15T14:39:00.000+05:30,android,B000847,F5021,B17580,google
2020-11-15T14:39:00.000+05:30,android,B000847,F5021,G0796,Google
2020-11-15T14:39:00.000+05:30,android,B000847,F5021,G0796,youtube
2020-11-15T14:39:00.000+05:30,android,B000847,F5021,G4835,linkedin
2020-11-15T14:39:00.000+05:30,android,B000847,F5021,G4835,YOUTUBE
2020-11-15T14:55:00.000+05:30,android,B000847,F5021,H6404,LinkedIn
2020-11-15T14:56:00.000+05:30,android,B00099,B7690,B20608,youtube
2020-11-15T14:57:00.000+05:30,android,B00099,B7690,C9420,Youtube
2020-11-15T19:22:00.000+05:30,android,B001010,D2469,B13763,YOUTUBE
2020-11-15T00:43:00.000+05:30,android,B001058,H4260,I3050,Youtube
2020-11-15T00:51:00.000+05:30,android,B001058,H4260,I3050,Google
2020-11-15T09:02:00.000+05:30,android,B001061,H6011,C1931,FACEBOOK
2020-11-15T18:45:00.000+05:30,android,B001115,D4900,C8621,Google
2020-11-15T15:04:00.000+05:30,android,B001152,I8949,I705,YOUTUBE
2020-11-15T18:14:00.000+05:30,android,B001220,C3343,B06866,youtube
2020-11-15T17:59:00.000+05:30,android,B001265,I3863,B04035,linkedin
2020-11-15T19:28:00.000+05:30,android,B001338,F22,B18262,LinkedIn
2020-11-15T19:28:00.000+05:30,android,B001338,F22,B3552,Youtube
2020-11-15T19:32:00.000+05:30,android,B001338,F22,B3552,FACEBOOK
2020-11-15T19:13:00.000+05:30,android,B001338,F22,B9282,FACEBOOK
2020-11-15T19:07:00.000+05:30,android,B001338,F22,H7658,YOUTUBE
2020-11-15T19:10:00.000+05:30,android,B001338,F22,H7658,GOOGLE
2020-11-15T19:11:00.000+05:30,android,B001338,F22,H7658,facebook
2020-11-15T19:33:00.000+05:30,android,B001338,F22,I1394,LinkedIn
2020-11-15T11:45:00.000+05:30,android,B001339,F0136,D553,YOUTUBE
2020-11-15T15:47:00.000+05:30,android,B001385,F5986,B0726,LinkedIn
2020-11-15T15:46:00.000+05:30,android,B001385,F5986,B13644,Google
2020-11-15T20:14:00.000+05:30,android,B0015,B8390,H4902,Youtube
2020-11-15T20:12:00.000+05:30,android,B0015,B8390,J3947,facebook
2020-11-15T19:28:00.000+05:30,android,B001597,C5492,B5047,facebook
2020-11-15T19:29:00.000+05:30,android,B001597,C5492,D0694,facebook
2020-11-15T19:45:00.000+05:30,android,B00160,H9120,B13763,youtube
2020-11-15T09:52:00.000+05:30,android,B001658,C4080,B0379,LinkedIn
2020-11-15T15:51:00.000+05:30,android,B001725,B5923,B070,youtube
2020-11-15T10:19:00.000+05:30,android,B001738,C835,H6052,Youtube
2020-11-15T10:17:00.000+05:30,android,B001738,C835,H9290,YOUTUBE
2020-11-15T01:09:00.000+05:30,android,B001740,I3853,B3552,Youtube
2020-11-15T07:55:00.000+05:30,android,B001745,G7342,C0944,linkedin
2020-11-15T07:48:00.000+05:30,android,B001745,G7342,D0425,google
2020-11-15T07:50:00.000+05:30,android,B001745,G7342,D0425,linkedin
2020-11-15T07:51:00.000+05:30,android,B001745,G7342,D0425,linkedin
2020-11-15T07:53:00.000+05:30,android,B001745,G7342,D0425,youtube
2020-11-15T09:22:00.000+05:30,android,B001778,D2906,B1986,facebook
2020-11-15T09:19:00.000+05:30,android,B001778,D2906,F9680,youtube
2020-11-15T09:23:00.000+05:30,android,B001778,D2906,F9680,Youtube
2020-11-15T18:10:00.000+05:30,android,B001922,H1333,B06866,YOUTUBE
2020-11-15T15:05:00.000+05:30,android,B001990,E8037,B10126,YOUTUBE
2020-11-15T15:06:00.000+05:30,android,B001990,E8037,B10126,GOOGLE
2020-11-15T15:08:00.000+05:30,android,B001990,E8037,B3552,google
2020-11-15T15:04:00.000+05:30,android,B001990,E8037,D3676,Google
2020-11-15T15:32:00.000+05:30,android,B001990,E8037,D3676,FACEBOOK
2020-11-15T15:11:00.000+05:30,android,B001990,E8037,E3165,linkedin
2020-11-15T15:05:00.000+05:30,android,B001990,E8037,H6156,facebook
2020-11-15T15:06:00.000+05:30,android,B001990,E8037,H6156,facebook
2020-11-15T15:07:00.000+05:30,android,B001990,E8037,H6156,linkedin
2020-11-15T15:07:00.000+05:30,android,B001990,E8037,H6156,youtube
2020-11-15T15:11:00.000+05:30,android,B001990,E8037,I3993,google
2020-11-15T15:14:00.000+05:30,android,B001990,E8037,J9526,Google
2020-11-15T19:59:00.000+05:30,android,B002022,H8569,B13763,youtube
2020-11-15T15:06:00.000+05:30,android,B00204,D7247,G9585,youtube
2020-11-15T19:10:00.000+05:30,android,B002056,I8630,B04035,youtube
2020-11-15T12:06:00.000+05:30,android,B002063,F2331,D2390,LinkedIn
2020-11-15T07:12:00.000+05:30,android,B002074,E2603,B27900,facebook
2020-11-15T07:17:00.000+05:30,android,B002074,E2603,B27900,LinkedIn
2020-11-15T07:17:00.000+05:30,android,B002074,E2603,B27900,google
2020-11-15T07:20:00.000+05:30,android,B002074,E2603,B27900,Google
2020-11-15T07:25:00.000+05:30,android,B002074,E2603,B27900,FACEBOOK
2020-11-15T07:07:00.000+05:30,android,B002074,E2603,D3165,facebook
2020-11-15T07:11:00.000+05:30,android,B002074,E2603,D3165,YOUTUBE
2020-11-15T15:51:00.000+05:30,android,B002256,B0015,H2711,google
2020-11-15T12:14:00.000+05:30,android,B00234,E9710,H5494,GOOGLE
2020-11-15T12:16:00.000+05:30,android,B00234,E9710,H5494,Google
2020-11-15T12:14:00.000+05:30,android,B002344,B5848,C8621,Youtube
2020-11-15T12:28:00.000+05:30,android,B002344,B5848,C8621,linkedin
2020-11-15T13:32:00.000+05:30,android,B002369,C3408,E1484,linkedin
2020-11-15T19:51:00.000+05:30,android,B00247,C7550,E0482,LinkedIn
2020-11-15T11:14:00.000+05:30,android,B002475,G5536,B5503,google
2020-11-15T11:08:00.000+05:30,android,B002475,G5536,G1390,LinkedIn
2020-11-15T11:09:00.000+05:30,android,B002475,G5536,G1390,facebook
2020-11-15T09:47:00.000+05:30,android,B002575,C3180,D2475,YOUTUBE
2020-11-15T08:23:00.000+05:30,android,B002576,C3019,B0379,LinkedIn
2020-11-15T07:56:00.000+05:30,android,B002591,J0260,B10662,linkedin
2020-11-15T07:56:00.000+05:30,android,B002591,J0260,I2387,Google
2020-11-15T07:57:00.000+05:30,android,B002591,J0260,I2387,YOUTUBE
2020-11-15T13:22:00.000+05:30,android,B002651,F9000,B18262,Google
2020-11-15T13:58:00.000+05:30,android,B002656,F7527,E1522,Youtube
2020-11-15T14:01:00.000+05:30,android,B002656,F7527,E1522,linkedin
2020-11-15T04:03:00.000+05:30,android,B00266,E9468,E9810,Youtube
2020-11-15T04:01:00.000+05:30,android,B00266,E9468,F4868,linkedin
2020-11-15T04:01:00.000+05:30,android,B00266,E9468,G0164,youtube
2020-11-15T20:00:00.000+05:30,android,B002682,H8270,B13763,GOOGLE
2020-11-15T20:02:00.000+05:30,android,B002682,H8270,C9726,Google
2020-11-15T20:01:00.000+05:30,android,B002682,H8270,G9585,LinkedIn
2020-11-15T13:20:00.000+05:30,android,B00269,C3252,H1978,google
2020-11-15T17:41:00.000+05:30,android,B002697,B3132,B4991,Youtube
2020-11-15T01:36:00.000+05:30,android,B002709,H8467,E8662,Youtube
2020-11-15T12:52:00.000+05:30,android,B002807,I3951,D5121,google
2020-11-15T12:41:00.000+05:30,android,B002807,I3951,F2911,YOUTUBE
2020-11-15T12:54:00.000+05:30,android,B002807,I3951,G2131,GOOGLE
2020-11-15T11:39:00.000+05:30,android,B002975,B314,D1169,Google
2020-11-15T11:41:00.000+05:30,android,B002975,B314,H5607,Google
2020-11-15T09:31:00.000+05:30,android,B003089,C9824,B8736,GOOGLE
2020-11-15T09:32:00.000+05:30,android,B003089,C9824,B8736,Youtube
2020-11-15T18:34:00.000+05:30,android,B003091,E0733,E436,Google
2020-11-15T10:42:00.000+05:30,android,B003196,I1929,B12842,Google
2020-11-15T00:22:00.000+05:30,android,B003230,G8099,B10374,linkedin
2020-11-15T08:34:00.000+05:30,android,B003262,H6197,B22033,GOOGLE
2020-11-15T08:41:00.000+05:30,android,B003262,H6197,B22033,FACEBOOK
2020-11-15T20:15:00.000+05:30,android,B003377,G7428,F4793,GOOGLE
2020-11-15T20:16:00.000+05:30,android,B003377,G7428,I6377,linkedin
2020-11-15T19:08:00.000+05:30,android,B003399,E9665,B13763,linkedin
2020-11-15T14:39:00.000+05:30,android,B003465,I1746,E6627,google
2020-11-15T19:18:00.000+05:30,android,B003483,B3672,I7438,youtube
2020-11-15T03:59:00.000+05:30,android,B00352,J1308,B7251,Google
2020-11-15T03:59:00.000+05:30,android,B00352,J1308,D5448,google
2020-11-15T03:57:00.000+05:30,android,B00352,J1308,E2287,google
2020-11-15T03:58:00.000+05:30,android,B00352,J1308,E2287,LinkedIn
2020-11-15T03:58:00.000+05:30,android,B00352,J1308,E2287,Google
2020-11-15T03:57:00.000+05:30,android,B00352,J1308,G2775,Google
2020-11-15T13:18:00.000+05:30,android,B003521,C8351,D1653,google
2020-11-15T13:20:00.000+05:30,android,B003521,C8351,G6341,youtube
2020-11-15T13:26:00.000+05:30,android,B003521,C8351,G6341,FACEBOOK
2020-11-15T13:26:00.000+05:30,android,B003521,C8351,G6341,FACEBOOK
2020-11-15T13:21:00.000+05:30,android,B003521,C8351,I0017,Youtube
2020-11-15T13:17:00.000+05:30,android,B003521,C8351,I2940,Google
2020-11-15T13:19:00.000+05:30,android,B003521,C8351,I2940,YOUTUBE
2020-11-15T01:46:00.000+05:30,android,B003641,H8496,B20956,Youtube
2020-11-15T01:47:00.000+05:30,android,B003641,H8496,B31259,Google
2020-11-15T18:26:00.000+05:30,android,B003855,E8726,B27603,google
2020-11-15T20:12:00.000+05:30,android,B003881,B1923,B16647,Google
2020-11-15T08:00:00.000+05:30,android,B003910,E9814,C9989,youtube
2020-11-15T08:15:00.000+05:30,android,B003910,E9814,C9989,linkedin
2020-11-15T08:15:00.000+05:30,android,B003910,E9814,C9989,LinkedIn
2020-11-15T18:51:00.000+05:30,android,B004021,F7815,F0045,GOOGLE
2020-11-15T07:49:00.000+05:30,android,B004297,J0075,C4133,Google
2020-11-15T07:45:00.000+05:30,android,B004297,J0075,D4669,facebook
2020-11-15T13:56:00.000+05:30,android,B004397,H3482,B3552,youtube
2020-11-15T20:36:00.000+05:30,android,B004426,E0699,B19030,facebook
2020-11-15T20:34:00.000+05:30,android,B004426,E0699,G0507,Google
2020-11-15T03:02:00.000+05:30,android,B004436,E1957,B11376,GOOGLE
2020-11-15T05:44:00.000+05:30,android,B00445,E2611,I860,Google
2020-11-15T18:30:00.000+05:30,android,B004525,C8141,B06866,linkedin
2020-11-15T13:26:00.000+05:30,android,B004551,F4906,B25684,FACEBOOK
2020-11-15T13:47:00.000+05:30,android,B004551,F4906,B25684,YOUTUBE
2020-11-15T13:24:00.000+05:30,android,B004551,F4906,D4443,FACEBOOK
2020-11-15T13:25:00.000+05:30,android,B004551,F4906,E2490,facebook
2020-11-15T13:47:00.000+05:30,android,B004551,F4906,E2490,Google
2020-11-15T13:47:00.000+05:30,android,B004551,F4906,E2490,Google
2020-11-15T13:25:00.000+05:30,android,B004551,F4906,H6224,linkedin
2020-11-15T20:22:00.000+05:30,android,B004575,I9087,B2069,linkedin
2020-11-15T20:24:00.000+05:30,android,B00459,F5746,G5969,LinkedIn
2020-11-15T11:25:00.000+05:30,android,B004597,I0662,B11376,google
2020-11-15T11:30:00.000+05:30,android,B004597,I0662,B11376,linkedin
2020-11-15T11:30:00.000+05:30,android,B004597,I0662,B11376,GOOGLE
2020-11-15T11:56:00.000+05:30,android,B004597,I0662,B11376,youtube
2020-11-15T11:57:00.000+05:30,android,B004597,I0662,B11376,GOOGLE
2020-11-15T00:04:00.000+05:30,android,B004608,G7493,B04882,GOOGLE
2020-11-15T00:02:00.000+05:30,android,B004608,G7493,B17617,facebook
2020-11-15T00:10:00.000+05:30,android,B004608,G7493,B339,youtube
2020-11-15T00:00:00.000+05:30,android,B004608,G7493,F5196,GOOGLE
2020-11-15T00:02:00.000+05:30,android,B004608,G7493,H8960,youtube
2020-11-15T08:13:00.000+05:30,android,B00478,B8312,B5757,YOUTUBE
2020-11-15T08:11:00.000+05:30,android,B00478,B8312,C8034,Google
2020-11-15T08:21:00.000+05:30,android,B00478,B8312,I3926,Google
2020-11-15T08:45:00.000+05:30,android,B00478,B8312,I3926,Google
2020-11-15T08:08:00.000+05:30,android,B00478,B8312,J4141,GOOGLE
2020-11-15T19:37:00.000+05:30,android,B004853,B1689,B13763,youtube
2020-11-15T15:47:00.000+05:30,android,B004886,B4835,D7011,YOUTUBE
2020-11-15T15:48:00.000+05:30,android,B004886,B4835,D7011,facebook
2020-11-15T12:04:00.000+05:30,android,B004910,D2069,B13763,facebook
2020-11-15T12:05:00.000+05:30,android,B004910,D2069,B18403,Youtube
2020-11-15T12:06:00.000+05:30,android,B004910,D2069,C6913,FACEBOOK
2020-11-15T12:03:00.000+05:30,android,B004910,D2069,E2344,Youtube
2020-11-15T11:54:00.000+05:30,android,B004910,D2069,E6627,FACEBOOK
2020-11-15T12:03:00.000+05:30,android,B004910,D2069,E6627,Google
2020-11-15T12:08:00.000+05:30,android,B004910,D2069,F1352,youtube
2020-11-15T18:28:00.000+05:30,android,B004928,G2976,E5537,LinkedIn
2020-11-15T07:55:00.000+05:30,android,B005003,G4289,B04426,youtube
2020-11-15T08:11:00.000+05:30,android,B005003,G4289,B06252,google
2020-11-15T08:30:00.000+05:30,android,B005003,G4289,B3850,youtube
2020-11-15T07:49:00.000+05:30,android,B005003,G4289,D2770,google
2020-11-15T07:53:00.000+05:30,android,B005003,G4289,D2770,GOOGLE
2020-11-15T08:24:00.000+05:30,android,B005003,G4289,D2770,YOUTUBE
2020-11-15T08:32:00.000+05:30,android,B005003,G4289,D2770,facebook
2020-11-15T08:37:00.000+05:30,android,B005003,G4289,D2770,facebook
2020-11-15T08:39:00.000+05:30,android,B005003,G4289,D2770,LinkedIn
2020-11-15T08:43:00.000+05:30,android,B005003,G4289,D2770,Google
2020-11-15T08:47:00.000+05:30,android,B005003,G4289,D2770,GOOGLE
2020-11-15T07:52:00.000+05:30,android,B005003,G4289,D8708,Google
2020-11-15T08:34:00.000+05:30,android,B005003,G4289,D8708,facebook
2020-11-15T07:50:00.000+05:30,android,B005003,G4289,E0192,Youtube
2020-11-15T08:26:00.000+05:30,android,B005003,G4289,E2052,Youtube
2020-11-15T07:57:00.000+05:30,android,B005003,G4289,F1723,GOOGLE
2020-11-15T08:15:00.000+05:30,android,B005003,G4289,F1723,LinkedIn
2020-11-15T08:30:00.000+05:30,android,B005003,G4289,F1723,youtube
2020-11-15T08:34:00.000+05:30,android,B005003,G4289,F1723,google
2020-11-15T08:38:00.000+05:30,android,B005003,G4289,F1723,Google
2020-11-15T08:46:00.000+05:30,android,B005003,G4289,F1723,FACEBOOK
2020-11-15T08:44:00.000+05:30,android,B005003,G4289,F2440,LinkedIn
2020-11-15T07:52:00.000+05:30,android,B005003,G4289,G6677,LinkedIn
2020-11-15T07:58:00.000+05:30,android,B005003,G4289,G6677,youtube
2020-11-15T08:23:00.000+05:30,android,B005003,G4289,G6677,facebook
2020-11-15T08:43:00.000+05:30,android,B005003,G4289,H9222,Youtube
2020-11-15T07:54:00.000+05:30,android,B005003,G4289,J1860,linkedin
2020-11-15T08:08:00.000+05:30,android,B005003,G4289,J5113,GOOGLE
2020-11-15T08:10:00.000+05:30,android,B005003,G4289,J5113,GOOGLE
2020-11-15T08:16:00.000+05:30,android,B005003,G4289,J5113,Youtube
2020-11-15T08:14:00.000+05:30,android,B005060,B2412,F9365,linkedin
2020-11-15T18:08:00.000+05:30,android,B005093,F8161,B10399,FACEBOOK
2020-11-15T18:09:00.000+05:30,android,B005093,F8161,C3356,YOUTUBE
2020-11-15T18:10:00.000+05:30,android,B005093,F8161,C3356,LinkedIn
2020-11-15T18:11:00.000+05:30,android,B005093,F8161,F806,LinkedIn
2020-11-15T18:11:00.000+05:30,android,B005093,F8161,H5317,google
2020-11-15T18:12:00.000+05:30,android,B005093,F8161,H5317,Youtube
2020-11-15T19:03:00.000+05:30,android,B005109,B4337,B30934,facebook
2020-11-15T08:14:00.000+05:30,android,B005114,I7689,B5028,linkedin
2020-11-15T08:15:00.000+05:30,android,B005114,I7689,B5028,Google
