event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T15:14:00.000+05:30,android,B000430,G0191,J6911,google
2020-11-15T08:10:00.000+05:30,android,B007629,I7337,F9808,google
2020-11-15T04:22:00.000+05:30,android,B008307,G0213,B17710,google
2020-11-15T17:42:00.000+05:30,android,B010198,I4117,H1406,google
2020-11-15T14:40:00.000+05:30,android,B012441,D9743,B4748,google
2020-11-15T09:08:00.000+05:30,android,B015346,B2779,D2821,youtube
2020-11-15T11:55:00.000+05:30,android,B017752,E6017,E7901,google
2020-11-15T09:48:00.000+05:30,android,B020413,I7845,F0594,google
2020-11-15T11:00:00.000+05:30,android,B025517,C7978,C1137,youtube
2020-11-15T14:55:00.000+05:30,android,B026486,I0395,J1397,facebook
2020-11-15T18:07:00.000+05:30,android,B031036,C1247,H1406,linkedin
2020-11-15T18:00:00.000+05:30,android,B031440,I9391,B05006,google
2020-11-15T18:19:00.000+05:30,android,B043587,C8605,F9680,youtube
2020-11-15T15:26:00.000+05:30,android,B049889,J065,B10374,facebook
2020-11-15T15:23:00.000+05:30,android,B052392,B1891,C1118,facebook
2020-11-15T17:53:00.000+05:30,android,B052572,G4627,E2730,google
2020-11-15T18:05:00.000+05:30,android,B05720,F4325,B11884,youtube
2020-11-15T20:19:00.000+05:30,android,B081598,E8906,B13763,google
2020-11-15T02:01:00.000+05:30,android,B17076,F6704,H6224,google
2020-11-15T15:33:00.000+05:30,android,B22085,F3890,B18458,google
2020-11-15T15:12:00.000+05:30,android,B24995,I4397,G4188,youtube
2020-11-15T17:14:00.000+05:30,android,B30612,D3157,D9095,facebook
2020-11-15T21:27:00.000+05:30,android,B36882,G1777,H5975,youtube
2020-11-15T11:40:00.000+05:30,android,B53381,H0542,I3926,linkedin
2020-11-15T10:43:00.000+05:30,android,B58955,J0222,G7611,google
2020-11-15T16:53:00.000+05:30,android,B6197,G6200,F9506,facebook
2020-11-15T10:39:00.000+05:30,android,B66906,J890,B18128,facebook
2020-11-15T05:58:00.000+05:30,android,B70720,H7107,B30300,google
2020-11-15T13:35:00.000+05:30,android,B73758,C0159,E6627,facebook
2020-11-15T15:07:00.000+05:30,android,B77057,D9443,B09911,facebook
2020-11-15T15:36:00.000+05:30,android,B80870,G7746,D7817,linkedin
2020-11-15T17:39:00.000+05:30,android,B84716,C0003,E8662,facebook
2020-11-15T08:39:00.000+05:30,android,B84988,E4142,B29139,facebook
2020-11-15T19:57:00.000+05:30,android,B89795,B2638,E5613,youtube
2020-11-15T21:05:00.000+05:30,android,B92973,I0188,B27603,youtube
2020-11-15T07:50:00.000+05:30,android,B93909,C0077,B8933,facebook
2020-11-15T00:05:00.000+05:30,android,C0069,D8132,B25926,facebook
2020-11-15T14:01:00.000+05:30,android,C09040,F0298,C9411,youtube
2020-11-15T10:19:00.000+05:30,android,C0927,B7901,B18262,facebook
2020-11-15T19:48:00.000+05:30,android,C13270,B0576,G9585,google
2020-11-15T14:54:00.000+05:30,android,C14190,D3445,E7156,youtube
2020-11-15T16:07:00.000+05:30,android,C14595,G1100,B01580,youtube
2020-11-15T12:11:00.000+05:30,android,C23628,G2181,F2193,facebook
2020-11-15T00:42:00.000+05:30,android,C23644,E9836,I9981,linkedin
2020-11-15T06:34:00.000+05:30,android,C23719,F8438,G5439,linkedin
2020-11-15T13:26:00.000+05:30,android,C25234,E1184,B3172,google
2020-11-15T00:40:00.000+05:30,android,C31177,F2007,D5650,linkedin
2020-11-15T16:23:00.000+05:30,android,C32498,H9962,B23934,facebook
2020-11-15T14:43:00.000+05:30,android,C35828,G2576,C8857,youtube
2020-11-15T07:37:00.000+05:30,android,C38321,D2438,D9095,facebook
2020-11-15T00:29:00.000+05:30,android,C58038,E1507,D7126,google
2020-11-15T00:56:00.000+05:30,android,C63075,F3843,E091,youtube
2020-11-15T07:58:00.000+05:30,android,C74292,I1420,H1406,google
2020-11-15T18:02:00.000+05:30,android,C77148,D9884,B0379,youtube
2020-11-15T18:40:00.000+05:30,android,C78488,J1209,H9875,google
2020-11-15T07:07:00.000+05:30,android,C81004,H8272,I6136,linkedin
2020-11-15T04:18:00.000+05:30,android,C86528,E2361,H6614,linkedin
2020-11-15T06:59:00.000+05:30,android,D00928,C7362,F5096,linkedin
2020-11-15T20:12:00.000+05:30,android,D05251,G9378,J3240,linkedin
2020-11-15T07:39:00.000+05:30,android,D18601,F9375,B13763,linkedin
2020-11-15T13:48:00.000+05:30,android,D23536,E8034,I4704,linkedin
2020-11-15T07:13:00.000+05:30,android,D32489,E5274,B06200,linkedin
2020-11-15T12:17:00.000+05:30,android,D368,G7319,H9769,youtube
2020-11-15T13:54:00.000+05:30,android,D3683,I9417,E6627,youtube
2020-11-15T16:06:00.000+05:30,android,D38699,F9034,D2475,facebook
2020-11-15T16:50:00.000+05:30,android,D41235,I429,B27045,google
2020-11-15T14:24:00.000+05:30,android,D43281,H4055,B27565,linkedin
2020-11-15T10:16:00.000+05:30,android,D45602,I0499,C4960,google
2020-11-15T13:49:00.000+05:30,android,D47845,J1122,D7896,google
2020-11-15T10:03:00.000+05:30,android,D48988,I2649,C9726,google
2020-11-15T17:38:00.000+05:30,android,D49762,J678,E25,facebook
2020-11-15T00:24:00.000+05:30,android,D52137,D4367,G3474,google
2020-11-15T21:03:00.000+05:30,android,D56928,E6964,B4546,youtube
2020-11-15T16:21:00.000+05:30,android,D6190,F8674,B07282,youtube
2020-11-15T11:07:00.000+05:30,android,D68054,I9954,B07457,linkedin
2020-11-15T13:28:00.000+05:30,android,D77880,H2194,B01522,youtube
2020-11-15T06:19:00.000+05:30,android,D9227,H7226,B16970,facebook
2020-11-15T11:28:00.000+05:30,android,E018,G3128,D0425,youtube
2020-11-15T13:30:00.000+05:30,android,E06814,B5772,B07957,youtube
2020-11-15T17:24:00.000+05:30,android,E18302,D6516,B10019,google
2020-11-15T00:17:00.000+05:30,android,E20236,B4835,B2208,google
2020-11-15T15:08:00.000+05:30,android,E21870,C5534,B25159,linkedin
2020-11-15T21:07:00.000+05:30,android,E33960,C2568,J5847,google
2020-11-15T00:05:00.000+05:30,android,E35938,E9552,B18262,google
2020-11-15T10:09:00.000+05:30,android,E37286,D4966,J4364,google
2020-11-15T10:38:00.000+05:30,android,E38544,H4720,I5610,google
2020-11-15T11:23:00.000+05:30,android,E40886,D250,J5391,google
2020-11-15T08:02:00.000+05:30,android,E51569,I1081,I7980,facebook
2020-11-15T16:22:00.000+05:30,android,E54756,C0979,I8891,youtube
2020-11-15T16:59:00.000+05:30,android,E61906,F5631,D2821,youtube
2020-11-15T13:41:00.000+05:30,android,E62652,H8205,I7888,google
2020-11-15T10:05:00.000+05:30,android,E63081,C9269,E0917,google
2020-11-15T00:10:00.000+05:30,android,E65062,I9941,G131,youtube
2020-11-15T01:48:00.000+05:30,android,E73649,B5886,F434,youtube
2020-11-15T00:09:00.000+05:30,android,E7713,D8295,B6627,youtube
2020-11-15T18:13:00.000+05:30,android,E77705,G3742,B13763,linkedin
2020-11-15T20:41:00.000+05:30,android,E83425,J831,B17786,facebook
2020-11-15T09:24:00.000+05:30,android,E87147,H7730,G9585,facebook
2020-11-15T09:05:00.000+05:30,android,E88783,H9352,C2973,google
2020-11-15T11:10:00.000+05:30,android,F03742,H5982,I9226,google
2020-11-15T20:05:00.000+05:30,android,F12761,F5978,B13763,linkedin
2020-11-15T19:54:00.000+05:30,android,F13146,G6426,G5785,linkedin
2020-11-15T20:58:00.000+05:30,android,F20278,D2784,C1073,linkedin
2020-11-15T15:52:00.000+05:30,android,F24901,E1895,B10013,google
2020-11-15T21:19:00.000+05:30,android,F27499,B5321,I1264,google
2020-11-15T20:31:00.000+05:30,android,F31114,E2112,B28283,linkedin
2020-11-15T21:36:00.000+05:30,android,F33887,B3368,B18262,youtube
2020-11-15T18:04:00.000+05:30,android,F35820,I9872,B06866,linkedin
2020-11-15T11:49:00.000+05:30,android,F43982,C3413,B741,linkedin
2020-11-15T13:28:00.000+05:30,android,F45269,E4863,C9726,google
2020-11-15T16:34:00.000+05:30,android,F49851,F6332,J778,youtube
2020-11-15T05:13:00.000+05:30,android,F51234,B2813,H1610,linkedin
2020-11-15T19:58:00.000+05:30,android,F60808,C2939,B05673,facebook
