event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T10:12:00.000+05:30,android,B011017,J830,C485,google
2020-11-15T20:52:00.000+05:30,android,B013980,C7748,B03394,linkedin
2020-11-15T14:53:00.000+05:30,android,B01636,D5354,B1479,google
2020-11-15T21:05:00.000+05:30,android,B02702,H1451,B06174,linkedin
2020-11-15T21:22:00.000+05:30,android,B028438,B880,E7657,google
2020-11-15T07:19:00.000+05:30,android,B031236,E8750,B32278,youtube
2020-11-15T10:58:00.000+05:30,android,B035180,I1989,H1399,linkedin
2020-11-15T04:15:00.000+05:30,android,B038921,E0055,B08691,google
2020-11-15T11:13:00.000+05:30,android,B059210,G3242,I4704,google
2020-11-15T18:08:00.000+05:30,android,B06230,F4269,B12081,linkedin
2020-11-15T03:18:00.000+05:30,android,B065741,F0335,J9462,google
2020-11-17T19:43:00.000+05:30,iphone,B072372,J1079,B13763,google
2020-11-15T12:24:00.000+05:30,android,B07709,I8121,B08877,youtube
2020-11-15T09:12:00.000+05:30,android,B077106,E6089,H0670,youtube
2020-11-15T19:23:00.000+05:30,android,B083663,F6687,B04035,youtube
2020-11-15T03:41:00.000+05:30,android,B084008,F3057,B14702,youtube
2020-11-15T18:56:00.000+05:30,android,B09945,H1134,B06866,youtube
2020-11-15T09:48:00.000+05:30,android,B23984,G1482,H7333,facebook
2020-11-15T14:53:00.000+05:30,android,B24704,C1671,B30934,youtube
2020-11-15T18:53:00.000+05:30,android,B25025,C6001,B13763,google
2020-11-15T06:45:00.000+05:30,android,B25400,I7306,J121,youtube
2020-11-15T09:29:00.000+05:30,android,B27324,F3490,B0379,youtube
2020-11-15T21:31:00.000+05:30,android,B31544,E5018,B3552,linkedin
2020-11-15T18:18:00.000+05:30,android,B35942,F7236,B13763,google
2020-11-15T00:17:00.000+05:30,android,B35992,H5251,I5636,facebook
2020-11-15T15:33:00.000+05:30,android,B38714,G2110,H6404,facebook
2020-11-15T03:04:00.000+05:30,android,B5627,I7136,C5346,linkedin
2020-11-15T05:05:00.000+05:30,android,B57934,B0120,B09606,youtube
