event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T15:30:00.000+05:30,android,B005315,G3028,E1338,youtube
2020-11-15T19:53:00.000+05:30,android,B005985,J1596,E7449,facebook
2020-11-15T19:38:00.000+05:30,android,B008223,D9702,F1102,google
2020-11-15T18:03:00.000+05:30,android,B032591,I3901,I3993,facebook
2020-11-15T11:40:00.000+05:30,android,B035345,H6155,B0379,youtube
2020-11-15T15:37:00.000+05:30,android,B036450,G7504,B27694,linkedin
2020-11-15T12:41:00.000+05:30,android,B038279,G5355,H4529,linkedin
2020-11-15T10:22:00.000+05:30,android,B05552,B8005,C8621,youtube
2020-11-15T11:14:00.000+05:30,android,B059454,B9881,E5993,google
2020-11-15T09:13:00.000+05:30,android,B077106,E6089,I8834,facebook
2020-11-15T18:23:00.000+05:30,android,B08146,G1111,B6809,linkedin
2020-11-15T20:00:00.000+05:30,android,B084801,I7841,F5198,youtube
2020-11-15T19:13:00.000+05:30,android,B086269,I4125,I090,google
2020-11-15T09:44:00.000+05:30,android,B13869,E6666,B0379,youtube
2020-11-15T13:49:00.000+05:30,android,B161,B321,C7746,linkedin
2020-11-15T03:54:00.000+05:30,android,B26077,H0998,H4539,youtube
2020-11-15T19:38:00.000+05:30,android,B27194,B7485,B13763,youtube
2020-11-15T09:20:00.000+05:30,android,B28695,E9719,J8228,google
2020-11-15T16:28:00.000+05:30,android,B30680,C1556,I0461,facebook
2020-11-15T21:07:00.000+05:30,android,B36882,G1777,I5192,google
2020-11-15T19:25:00.000+05:30,android,B42951,D6495,B13763,facebook
2020-11-15T06:07:00.000+05:30,android,B43434,I0210,E3209,google
2020-11-15T19:32:00.000+05:30,android,B53267,D7400,B13763,youtube
2020-11-15T19:30:00.000+05:30,android,B59633,I8571,D1251,google
2020-11-15T14:17:00.000+05:30,android,B61380,F7281,B2863,facebook
2020-11-15T15:43:00.000+05:30,android,B69496,D4900,E1656,google
2020-11-15T08:17:00.000+05:30,android,B96316,B0623,G317,linkedin
2020-11-15T20:02:00.000+05:30,android,C01682,B2817,D674,youtube
2020-11-15T18:22:00.000+05:30,android,C07063,E7965,B13763,facebook
2020-11-15T07:51:00.000+05:30,android,C23996,D2251,F8320,linkedin
2020-11-15T05:03:00.000+05:30,android,C29340,D272,B31779,linkedin
2020-11-15T17:22:00.000+05:30,android,C30299,J1118,B19516,linkedin
2020-11-15T06:51:00.000+05:30,android,C38043,J0622,D020,youtube
2020-11-15T16:28:00.000+05:30,android,C48215,F5164,B17580,linkedin
2020-11-15T05:48:00.000+05:30,android,C60566,E6090,D9780,google
2020-11-15T15:14:00.000+05:30,android,C69587,D0623,D536,google
2020-11-15T12:48:00.000+05:30,android,C81221,D1829,C5346,youtube
2020-11-15T09:51:00.000+05:30,android,C87554,C7743,B20176,linkedin
2020-11-15T13:27:00.000+05:30,android,C89492,H1533,B6059,linkedin
2020-11-15T08:14:00.000+05:30,android,C90246,E8496,B26580,google
2020-11-15T17:04:00.000+05:30,android,D03113,C5901,G9794,facebook
2020-11-15T00:34:00.000+05:30,android,D13812,I238,D3147,facebook
2020-11-15T00:21:00.000+05:30,android,D16611,B6427,G131,google
