event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T08:23:00.000+05:30,android,B002576,C3019,B0379,linkedin
2020-11-15T20:22:00.000+05:30,android,B021718,E8234,B13763,facebook
2020-11-15T18:42:00.000+05:30,android,B025199,G9702,I3993,youtube
2020-11-15T09:08:00.000+05:30,android,B025472,E1248,E2490,youtube
2020-11-15T15:35:00.000+05:30,android,B0262,E3147,I4704,youtube
2020-11-15T15:13:00.000+05:30,android,B028278,D5521,H2955,youtube
2020-11-15T16:35:00.000+05:30,android,B040695,F9339,H522,youtube
2020-11-15T13:53:00.000+05:30,android,B042491,J830,C485,linkedin
2020-11-15T19:04:00.000+05:30,android,B047444,I1300,B13763,google
2020-11-15T09:56:00.000+05:30,android,B049333,G3601,B10662,linkedin
2020-11-15T15:46:00.000+05:30,android,B049889,J065,E8662,google
2020-11-15T11:03:00.000+05:30,android,B055375,B4521,H3972,google
2020-11-15T15:40:00.000+05:30,android,B061979,H8767,H5061,youtube
2020-11-15T00:05:00.000+05:30,android,B062188,J393,B17171,facebook
2020-11-15T19:16:00.000+05:30,android,B077121,D7661,B04035,google
2020-11-15T10:11:00.000+05:30,android,B085479,I631,C3601,google
2020-11-15T19:50:00.000+05:30,android,B09622,I9201,D1935,youtube
2020-11-15T11:42:00.000+05:30,android,B11683,C8999,C5346,youtube
2020-11-15T09:36:00.000+05:30,android,B12042,H9626,D2827,facebook
2020-11-15T12:47:00.000+05:30,android,B13708,E7663,E25,google
2020-11-15T16:51:00.000+05:30,android,B23621,C5552,B0592,google
2020-11-15T05:52:00.000+05:30,android,B26736,G2940,I8156,google
2020-11-15T09:02:00.000+05:30,android,B27491,C1629,J383,youtube
2020-11-15T09:49:00.000+05:30,android,B3524,B2787,J9270,google
2020-11-15T08:39:00.000+05:30,android,B41908,G6842,G8615,facebook
2020-11-15T02:13:00.000+05:30,android,B41936,C4441,J8218,youtube
2020-11-15T20:05:00.000+05:30,android,B45361,D2237,E4296,google
2020-11-15T09:44:00.000+05:30,android,B45371,I1974,B0379,linkedin
2020-11-15T08:02:00.000+05:30,android,B46286,H0174,B29815,linkedin
2020-11-15T10:00:00.000+05:30,android,B54591,B4181,B0379,facebook
