event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T21:00:00.000+05:30,android,B015929,B5521,B5113,linkedin
2020-11-15T14:27:00.000+05:30,android,B015986,D7852,H2414,youtube
2020-11-15T13:32:00.000+05:30,android,B017254,I1253,E0523,google
2020-11-15T07:40:00.000+05:30,android,B020262,F8514,J4145,youtube
2020-11-15T11:46:00.000+05:30,android,B026495,F8467,E4440,google
2020-11-15T10:37:00.000+05:30,android,B031354,C7591,B962,linkedin
2020-11-15T15:17:00.000+05:30,android,B034753,B5843,B20761,google
2020-11-15T16:11:00.000+05:30,android,B03694,E2591,C1260,youtube
2020-11-15T00:46:00.000+05:30,android,B03777,I184,B22141,youtube
2020-11-15T07:20:00.000+05:30,android,B043768,C5943,B23637,linkedin
2020-11-15T04:38:00.000+05:30,android,B0458,G0555,J240,youtube
2020-11-15T07:58:00.000+05:30,android,B047046,B8383,I0771,facebook
2020-11-15T07:16:00.000+05:30,android,B052118,G2258,G9585,google
2020-11-15T21:10:00.000+05:30,android,B052649,G4542,D5650,facebook
2020-11-15T01:10:00.000+05:30,android,B060623,J1808,B02647,linkedin
2020-11-15T12:10:00.000+05:30,android,B066562,E9498,I9577,facebook
2020-11-15T09:17:00.000+05:30,android,B075225,B5526,B0379,linkedin
2020-11-15T09:16:00.000+05:30,android,B077106,E6089,J9789,google
2020-11-15T21:05:00.000+05:30,android,B077702,F9417,F8320,google
2020-11-15T20:17:00.000+05:30,android,B078659,F8497,C9402,youtube
2020-11-15T13:34:00.000+05:30,android,B078886,I9038,B1986,facebook
2020-11-15T11:42:00.000+05:30,android,B08351,G5192,I3993,google
2020-11-15T08:41:00.000+05:30,android,B13165,E8973,C839,facebook
2020-11-15T15:22:00.000+05:30,android,B14460,E6469,G2780,facebook
2020-11-15T01:43:00.000+05:30,android,B34660,F2061,I860,facebook
2020-11-15T09:56:00.000+05:30,android,B38216,F8241,F6659,google
2020-11-15T20:41:00.000+05:30,android,B43506,H1701,B29696,google
2020-11-15T00:00:00.000+05:30,android,B43838,I890,B8690,linkedin
2020-11-15T11:44:00.000+05:30,android,B4507,I9075,D536,google
