event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T17:18:00.000+05:30,android,B0003,H7774,I3311,facebook
2020-11-15T07:56:00.000+05:30,android,B002591,J0260,B10662,linkedin
2020-11-15T20:11:00.000+05:30,android,B006929,H3068,B13763,youtube
2020-11-15T13:54:00.000+05:30,android,B02014,G9536,H6156,google
2020-11-15T08:00:00.000+05:30,android,B022662,D670,G131,google
2020-11-15T12:39:00.000+05:30,android,B02531,I8135,I7888,youtube
2020-11-15T17:11:00.000+05:30,android,B030648,C5045,E0651,google
2020-11-15T08:07:00.000+05:30,android,B035584,D364,J5847,google
2020-11-15T03:11:00.000+05:30,android,B035888,J945,G2446,linkedin
2020-11-15T01:38:00.000+05:30,android,B042125,H2094,I860,linkedin
2020-11-15T18:41:00.000+05:30,android,B04255,D5420,B13763,google
2020-11-15T12:23:00.000+05:30,android,B042986,I9847,C8621,youtube
2020-11-15T15:58:00.000+05:30,android,B043256,B6718,B19621,facebook
2020-11-15T18:13:00.000+05:30,android,B050605,I1077,B13763,google
2020-11-15T15:56:00.000+05:30,android,B058187,D3898,B6627,google
2020-11-15T09:15:00.000+05:30,android,B067621,C2033,E592,youtube
2020-11-15T11:33:00.000+05:30,android,B08351,G5192,C1926,google
2020-11-15T13:50:00.000+05:30,android,B087959,D928,G9755,facebook
2020-11-15T09:06:00.000+05:30,android,B15578,G2909,H292,linkedin
2020-11-15T14:19:00.000+05:30,android,B15804,D5602,B24676,google
2020-11-15T00:05:00.000+05:30,android,B20778,B2202,H8587,youtube
2020-11-15T19:36:00.000+05:30,android,B22528,J0306,E7570,google
2020-11-15T19:54:00.000+05:30,android,B32562,F205,E25,facebook
2020-11-15T19:13:00.000+05:30,android,B42370,I4206,B13763,youtube
2020-11-15T07:23:00.000+05:30,android,B50260,D7910,B00122,google
2020-11-15T14:46:00.000+05:30,android,B53493,I9780,H3414,youtube
2020-11-15T13:13:00.000+05:30,android,B58100,D5700,H1,facebook
2020-11-15T08:55:00.000+05:30,android,B60236,I5721,D4482,google
2020-11-15T13:46:00.000+05:30,android,B66531,G9930,B21373,google
2020-11-15T00:09:00.000+05:30,android,B68560,I5182,I432,facebook
2020-11-15T13:17:00.000+05:30,android,B69485,E0154,B27408,google
2020-11-15T14:45:00.000+05:30,android,B71631,B5326,F1093,youtube
2020-11-15T19:49:00.000+05:30,android,B87957,B8509,H6404,linkedin
2020-11-15T19:15:00.000+05:30,android,B98117,F0343,B05297,facebook
2020-11-15T10:12:00.000+05:30,android,C16337,F3114,E5153,linkedin
2020-11-15T08:54:00.000+05:30,android,C31052,B236,B02637,youtube
2020-11-15T16:19:00.000+05:30,android,C32498,H9962,C5430,google
2020-11-15T10:19:00.000+05:30,android,C40531,C8831,E4296,facebook
2020-11-15T09:41:00.000+05:30,android,C42379,G7086,J8704,google
2020-11-15T10:25:00.000+05:30,android,C4813,G3964,G4835,linkedin
2020-11-15T09:41:00.000+05:30,android,C48846,C4130,B03502,linkedin
