event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T10:34:00.000+05:30,android,B017953,D6677,C1137,google
2020-11-15T14:37:00.000+05:30,android,B019311,B5497,B07048,google
2020-11-15T18:36:00.000+05:30,android,B02153,F8047,B13763,youtube
2020-11-15T20:47:00.000+05:30,android,B02702,H1451,C7809,google
2020-11-15T10:42:00.000+05:30,android,B027333,C0597,H0741,youtube
2020-11-15T21:28:00.000+05:30,android,B028438,B880,I3751,facebook
2020-11-15T09:22:00.000+05:30,android,B030471,I1158,J1359,youtube
2020-11-15T17:12:00.000+05:30,android,B030648,C5045,I6831,google
2020-11-15T18:44:00.000+05:30,android,B032841,E5116,B02275,linkedin
2020-11-15T11:01:00.000+05:30,android,B035180,I1989,F1696,google
2020-11-15T11:32:00.000+05:30,android,B047578,E9756,G1610,google
2020-11-15T18:07:00.000+05:30,android,B049826,I4042,B06866,linkedin
2020-11-15T15:32:00.000+05:30,android,B060090,J446,D5963,youtube
2020-11-15T18:22:00.000+05:30,android,B063798,F0397,I3993,google
2020-11-15T19:25:00.000+05:30,android,B086269,I4125,B01647,google
2020-11-15T19:37:00.000+05:30,android,B18890,F3048,E0001,google
2020-11-15T17:54:00.000+05:30,android,B21118,C1182,C1118,youtube
2020-11-15T06:31:00.000+05:30,android,B25473,E8434,B08691,google
2020-11-15T19:39:00.000+05:30,android,B27538,H9876,B1719,youtube
2020-11-15T20:44:00.000+05:30,android,B33959,F8614,I1804,facebook
2020-11-15T16:18:00.000+05:30,android,B3883,G3180,G5969,facebook
2020-11-15T02:00:00.000+05:30,android,B40682,E8795,B17580,youtube
2020-11-15T21:00:00.000+05:30,android,B43506,H1701,H1152,google
2020-11-15T15:15:00.000+05:30,android,B49934,G8445,J2589,google
2020-11-15T07:37:00.000+05:30,android,B53129,F1,B7625,youtube
2020-11-15T18:26:00.000+05:30,android,B56,D2704,I2994,google
2020-11-15T00:18:00.000+05:30,android,B58228,D6473,B21521,facebook
2020-11-15T09:51:00.000+05:30,android,B62028,G1132,G6281,youtube
2020-11-15T16:39:00.000+05:30,android,B67565,H7847,B3405,google
