event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T19:27:00.000+05:30,android,B000283,F079,B13763,google
2020-11-15T15:08:00.000+05:30,android,B001990,E8037,B3552,google
2020-11-15T08:43:00.000+05:30,android,B005003,G4289,H9222,youtube
2020-11-15T01:59:00.000+05:30,android,B005957,G9686,F9412,youtube
2020-11-15T07:02:00.000+05:30,android,B006468,F6270,G4683,facebook
2020-11-15T11:22:00.000+05:30,android,B009599,E8007,F5096,youtube
2020-11-15T07:35:00.000+05:30,android,B009954,E5833,H1066,google
2020-11-15T15:54:00.000+05:30,android,B021420,F9942,B9489,facebook
2020-11-15T00:11:00.000+05:30,android,B021839,E5828,I2156,youtube
2020-11-15T07:44:00.000+05:30,android,B029936,H2172,D3802,google
2020-11-15T15:11:00.000+05:30,android,B032774,D6241,D2786,linkedin
2020-11-15T08:12:00.000+05:30,android,B042043,D6066,F0045,youtube
2020-11-15T17:31:00.000+05:30,android,B046718,J0977,B30160,linkedin
2020-11-15T14:59:00.000+05:30,android,B063332,I618,I1537,youtube
2020-11-15T12:58:00.000+05:30,android,B068583,I8008,E0001,google
2020-11-15T10:55:00.000+05:30,android,B070532,B8423,D359,youtube
2020-11-15T08:01:00.000+05:30,android,B074641,G2782,C4131,linkedin
2020-11-15T13:08:00.000+05:30,android,B084507,F4760,E25,youtube
2020-11-15T09:21:00.000+05:30,android,B14516,F5503,B741,google
2020-11-15T08:39:00.000+05:30,android,B14562,H004,F6699,linkedin
2020-11-15T14:22:00.000+05:30,android,B15804,D5602,B06958,google
2020-11-15T19:03:00.000+05:30,android,B20166,D6542,H5950,linkedin
2020-11-15T17:54:00.000+05:30,android,B21118,C1182,B26775,youtube
2020-11-15T01:56:00.000+05:30,android,B24272,C2008,H1406,google
2020-11-15T01:50:00.000+05:30,android,B24272,C2008,J1322,facebook
2020-11-15T19:23:00.000+05:30,android,B31312,E3768,I6497,youtube
2020-11-15T11:00:00.000+05:30,android,B37819,H252,B26446,linkedin
2020-11-15T15:44:00.000+05:30,android,B38186,B8010,B25095,youtube
2020-11-15T19:45:00.000+05:30,android,B40470,B7571,B29671,youtube
2020-11-15T10:47:00.000+05:30,android,B45697,D8879,B04035,linkedin
2020-11-15T07:39:00.000+05:30,android,B59592,C2257,I9373,facebook
2020-11-15T14:01:00.000+05:30,android,B61380,F7281,H8120,facebook
2020-11-15T14:32:00.000+05:30,android,B6341,J1418,J3969,facebook
2020-11-15T20:38:00.000+05:30,android,B77688,C0133,I860,youtube
2020-11-15T17:08:00.000+05:30,android,B8087,C6474,F4881,linkedin
2020-11-15T16:26:00.000+05:30,android,B84435,B3475,H1406,linkedin
2020-11-15T13:25:00.000+05:30,android,B90056,D8464,J6163,facebook
2020-11-15T19:18:00.000+05:30,android,B98117,F0343,E9386,google
2020-11-15T16:05:00.000+05:30,android,B98592,I79,G4204,linkedin
2020-11-15T09:48:00.000+05:30,android,C04307,E9789,G6259,facebook
2020-11-15T03:54:00.000+05:30,android,C06388,C58,B7801,facebook
2020-11-15T10:14:00.000+05:30,android,C08683,I8970,B21465,google
2020-11-15T18:51:00.000+05:30,android,C1094,F6694,I860,linkedin
2020-11-15T09:49:00.000+05:30,android,C11931,D2071,B04673,youtube
2020-11-15T19:28:00.000+05:30,android,C16127,D8106,B08129,youtube
2020-11-15T12:59:00.000+05:30,android,C21717,I7,B6293,google
2020-11-15T19:38:00.000+05:30,android,C28934,F4867,I8440,linkedin
2020-11-15T07:54:00.000+05:30,android,C35466,I1270,I7980,youtube
2020-11-15T01:35:00.000+05:30,android,C45744,B8704,I7670,youtube
