event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T15:51:00.000+05:30,android,B002256,B0015,H2711,google
2020-11-15T12:16:00.000+05:30,android,B00234,E9710,H5494,google
2020-11-15T11:21:00.000+05:30,android,B00513,G2543,J9981,facebook
2020-11-15T11:24:00.000+05:30,android,B005209,H0458,B7197,google
2020-11-15T07:47:00.000+05:30,android,B009187,F2644,B0379,youtube
2020-11-15T20:52:00.000+05:30,android,B013980,C7748,F2074,linkedin
2020-11-15T17:46:00.000+05:30,android,B015490,E2171,I860,linkedin
2020-11-15T19:02:00.000+05:30,android,B028598,G1680,I6660,google
2020-11-15T07:14:00.000+05:30,android,B037876,E6261,I6831,linkedin
2020-11-15T16:11:00.000+05:30,android,B060721,G9862,G8622,youtube
2020-11-15T12:19:00.000+05:30,android,B062155,G4960,J9270,linkedin
2020-11-15T15:18:00.000+05:30,android,B069874,D5937,B23850,facebook
2020-11-15T09:29:00.000+05:30,android,B071457,D9405,H1406,facebook
2020-11-15T20:18:00.000+05:30,android,B072556,B0739,B13763,google
2020-11-15T11:46:00.000+05:30,android,B074189,I9134,D2475,youtube
2020-11-15T21:23:00.000+05:30,android,B077702,F9417,F2351,youtube
2020-11-15T21:08:00.000+05:30,android,B07804,F7205,B4780,linkedin
2020-11-15T07:50:00.000+05:30,android,B082633,B8140,B31415,youtube
2020-11-15T02:10:00.000+05:30,android,B085161,B8066,D9133,youtube
2020-11-15T15:43:00.000+05:30,android,B085973,C515,F669,google
2020-11-15T15:58:00.000+05:30,android,B11390,J0971,B04035,google
2020-11-15T13:14:00.000+05:30,android,B16779,B5705,C0179,facebook
2020-11-15T10:47:00.000+05:30,android,B18111,F7961,B5399,facebook
2020-11-15T21:25:00.000+05:30,android,B1838,I7378,I3993,youtube
2020-11-15T21:07:00.000+05:30,android,B2199,H2857,B26319,youtube
2020-11-15T13:06:00.000+05:30,android,B22339,G9005,B13446,facebook
2020-11-15T11:51:00.000+05:30,android,B29043,D2425,I860,youtube
2020-11-15T00:42:00.000+05:30,android,B32962,F0517,B9885,google
2020-11-15T20:36:00.000+05:30,android,B37817,H7894,F8846,youtube
2020-11-15T02:16:00.000+05:30,android,B41936,C4441,B24286,linkedin
2020-11-15T11:12:00.000+05:30,android,B42545,H2443,D359,youtube
2020-11-15T19:42:00.000+05:30,android,B44554,I4775,B06866,google
2020-11-15T00:55:00.000+05:30,android,B44879,B7989,B24676,google
2020-11-15T20:35:00.000+05:30,android,B47339,G531,F4052,youtube
2020-11-15T00:39:00.000+05:30,android,B49163,I9769,H0415,linkedin
2020-11-15T01:33:00.000+05:30,android,B54508,B1794,D031,google
2020-11-15T02:37:00.000+05:30,android,B5627,I7136,J240,facebook
2020-11-15T21:02:00.000+05:30,android,B56870,H8975,D6990,facebook
2020-11-15T09:30:00.000+05:30,android,B57224,I2226,E2009,linkedin
2020-11-15T00:22:00.000+05:30,android,B58228,D6473,B3774,linkedin
2020-11-15T12:56:00.000+05:30,android,B6598,I4164,B5248,linkedin
2020-11-15T15:51:00.000+05:30,android,B68869,C4833,B27900,youtube
2020-11-15T18:46:00.000+05:30,android,B74311,F5977,B13763,linkedin
2020-11-15T04:51:00.000+05:30,android,B74652,I5228,G8570,facebook
2020-11-15T16:27:00.000+05:30,android,B77021,G453,D6322,google
2020-11-15T09:28:00.000+05:30,android,B77711,D9657,I5138,linkedin
2020-11-15T18:40:00.000+05:30,android,B84733,B168,C6384,youtube
2020-11-15T10:28:00.000+05:30,android,B94779,D3128,B3552,google
