event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T08:08:00.000+05:30,android,B00478,B8312,J4141,google
2020-11-15T08:16:00.000+05:30,android,B005114,I7689,B5028,google
2020-11-15T10:06:00.000+05:30,android,B011361,H472,F0091,facebook
2020-11-15T20:18:00.000+05:30,android,B014960,I772,B13763,google
2020-11-15T15:51:00.000+05:30,android,B021420,F9942,E4349,youtube
2020-11-15T00:00:00.000+05:30,android,B023559,H8771,J7606,google
2020-11-15T18:54:00.000+05:30,android,B025100,B8296,B14921,linkedin
2020-11-15T18:12:00.000+05:30,android,B026980,I4060,C9913,google
2020-11-15T10:02:00.000+05:30,android,B036743,F971,D3976,youtube
2020-11-15T18:53:00.000+05:30,android,B04988,I1352,B2019,google
2020-11-15T02:52:00.000+05:30,android,B052588,I0374,B00477,linkedin
2020-11-15T04:00:00.000+05:30,android,B063642,H5873,D2782,youtube
2020-11-15T21:39:00.000+05:30,android,B064299,E0429,E6644,youtube
2020-11-15T21:28:00.000+05:30,android,B074099,E318,B01553,google
2020-11-15T12:16:00.000+05:30,android,B07709,I8121,C6288,google
2020-11-15T18:07:00.000+05:30,android,B080221,D9323,B06866,google
2020-11-15T02:01:00.000+05:30,android,B15931,D0626,H3785,youtube
2020-11-15T09:38:00.000+05:30,android,B25460,I7337,J9523,google
2020-11-15T14:55:00.000+05:30,android,B39818,B1065,B31627,youtube
2020-11-15T18:13:00.000+05:30,android,B40079,B3140,D1202,youtube
2020-11-15T21:00:00.000+05:30,android,B43506,H1701,B01300,facebook
2020-11-15T18:03:00.000+05:30,android,B52023,H1545,E8747,youtube
2020-11-15T20:04:00.000+05:30,android,B62282,C7071,H899,google
2020-11-15T16:32:00.000+05:30,android,B68443,B317,I1131,youtube
2020-11-15T10:25:00.000+05:30,android,B71259,D8765,D0152,facebook
2020-11-15T09:32:00.000+05:30,android,B74771,H9044,C8621,facebook
2020-11-15T17:00:00.000+05:30,android,B81184,H5227,B31093,facebook
2020-11-15T20:48:00.000+05:30,android,B83917,F3052,F4546,facebook
2020-11-15T08:47:00.000+05:30,android,B85877,H1544,D6030,linkedin
2020-11-15T10:44:00.000+05:30,android,B87522,G1410,H9225,youtube
2020-11-15T07:58:00.000+05:30,android,B97069,I5027,B06200,facebook
2020-11-15T15:46:00.000+05:30,android,C05944,E187,I2517,facebook
2020-11-15T12:10:00.000+05:30,android,C05986,B9991,E25,youtube
2020-11-15T13:43:00.000+05:30,android,C15459,C6497,B7922,linkedin
2020-11-15T15:31:00.000+05:30,android,C15910,H4037,D2155,facebook
2020-11-15T18:59:00.000+05:30,android,C22869,G5686,B10374,youtube
2020-11-15T00:58:00.000+05:30,android,C24278,C9269,C9663,facebook
2020-11-15T15:47:00.000+05:30,android,C28881,D8368,I8133,linkedin
2020-11-15T10:21:00.000+05:30,android,C32290,B7818,D1143,facebook
2020-11-15T17:49:00.000+05:30,android,C42601,F3709,B18049,google
2020-11-15T15:56:00.000+05:30,android,C50761,I8052,B9246,linkedin
2020-11-15T13:39:00.000+05:30,android,C68383,H3745,B806,youtube
2020-11-15T15:42:00.000+05:30,android,C74215,F2131,F5096,linkedin
2020-11-15T19:58:00.000+05:30,android,C74979,F885,J3600,youtube
2020-11-15T01:47:00.000+05:30,android,C78374,D4470,B12881,youtube
2020-11-15T15:27:00.000+05:30,android,C90045,D3952,B04337,facebook
2020-11-15T16:45:00.000+05:30,android,C91851,C3228,B15237,youtube
2020-11-15T14:23:00.000+05:30,android,D03969,H9485,B13066,linkedin
2020-11-15T18:33:00.000+05:30,android,D05540,I0702,I3993,youtube
2020-11-15T09:01:00.000+05:30,android,D12334,F3002,D3219,google
2020-11-15T06:16:00.000+05:30,android,D18588,F6003,J5249,google
2020-11-15T16:24:00.000+05:30,android,D21300,I5366,C9926,google
2020-11-15T11:51:00.000+05:30,android,D38271,I2091,D1143,google
2020-11-15T15:46:00.000+05:30,android,D42062,I8496,H3972,linkedin
2020-11-15T21:16:00.000+05:30,android,D42993,I6774,I860,linkedin
2020-11-15T11:18:00.000+05:30,android,D45931,I422,B9239,youtube
