event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
2020-11-15T08:30:00.000+05:30,android,B005003,G4289,B3850,youtube
2020-11-15T11:23:00.000+05:30,android,B005209,H0458,H7732,google
2020-11-15T00:05:00.000+05:30,android,B006135,C3832,C0595,youtube
2020-11-15T18:29:00.000+05:30,android,B006494,C2908,D5637,youtube
2020-11-15T02:25:00.000+05:30,android,B029757,B5176,F7520,google
2020-11-15T00:32:00.000+05:30,android,B034263,F8438,B04337,google
2020-11-15T11:11:00.000+05:30,android,B035180,I1989,B13387,youtube
2020-11-15T07:17:00.000+05:30,android,B049468,C643,C8034,google
2020-11-15T09:27:00.000+05:30,android,B050887,I7291,C1137,youtube
2020-11-15T07:47:00.000+05:30,android,B056128,E992,B09797,google
2020-11-15T15:50:00.000+05:30,android,B061931,B6642,J9851,youtube
2020-11-15T11:51:00.000+05:30,android,B063423,F5857,D0048,google
2020-11-15T15:41:00.000+05:30,android,B0712,D7541,I541,google
2020-11-15T19:18:00.000+05:30,android,B081601,F1671,B1986,linkedin
2020-11-15T08:55:00.000+05:30,android,B087239,D9135,E33,linkedin
2020-11-15T18:03:00.000+05:30,android,B089186,G2804,G8305,youtube
2020-11-15T20:05:00.000+05:30,android,B10742,C6319,B13763,youtube
2020-11-15T01:35:00.000+05:30,android,B16505,H5250,D3334,google
2020-11-15T15:49:00.000+05:30,android,B16529,D4552,B30934,facebook
2020-11-15T11:54:00.000+05:30,android,B19391,F0547,I3231,facebook
2020-11-15T17:18:00.000+05:30,android,B19433,I1531,D2478,facebook
2020-11-15T07:41:00.000+05:30,android,B22210,I6304,B3552,linkedin
2020-11-15T18:42:00.000+05:30,android,B23988,B3892,F2341,google
2020-11-15T21:02:00.000+05:30,android,B46117,I1265,B13763,youtube
2020-11-15T10:13:00.000+05:30,android,B50679,G3743,H0010,linkedin
2020-11-15T01:42:00.000+05:30,android,B5647,B1271,B19516,youtube
2020-11-15T18:54:00.000+05:30,android,B68612,E2760,B13763,google
2020-11-20T11:09:00.000+05:30,iphone,B69287,B0419,B4546,google
2020-11-15T11:55:00.000+05:30,android,B70413,E0587,B8252,linkedin
2020-11-15T10:48:00.000+05:30,android,B71259,D8765,B08070,google
2020-11-15T19:49:00.000+05:30,android,B73760,G7229,I860,facebook
2020-11-15T11:04:00.000+05:30,android,B73855,E8888,J9270,linkedin
2020-11-15T09:54:00.000+05:30,android,B7878,H568,D0048,facebook
2020-11-15T17:18:00.000+05:30,android,B88735,B1930,J9531,facebook
2020-11-15T07:03:00.000+05:30,android,B99556,F5077,I9360,facebook
2020-11-15T15:26:00.000+05:30,android,C01083,B7804,J4438,youtube
